Table S2. Metadata of 1839 filtered phage genomes.							
UViGs	Viral OTUs	Virulence genes	Isolation Source	Country	Bit Score	E-value	Identities
IMGVR_UViG_3300045172_000090	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045173_000058	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045091_000078	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045092_000042	vOTU_00660207	misL	Environmental;Terrestrial;Nest;Insects nest	North America	94.7449	4.11089e-16	28.14814815
IMGVR_UViG_3300045200_000058	vOTU_00660207	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045195_000083	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045201_000114	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300048938_000044	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045224_000041	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045225_000073	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045226_000057	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045227_000064	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045228_000128	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045229_000076	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300044920_000092	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300044921_000079	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300044926_000071	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300044927_000127	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300044928_000060	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045106_000081	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045134_000066	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045980_000069	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045981_000073	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045969_000086	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045150_000079	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045145_000042	vOTU_00659255	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045157_000071	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300047611_000066	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045158_000095	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045521_000075	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045522_000056	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045523_000040	vOTU_00660329	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045576_000071	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045601_000069	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045602_000075	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045812_000067	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045813_000065	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045823_000056	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045824_000076	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045826_000076	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045827_000045	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045827_000028	vOTU_00250913	sseI	Environmental;Terrestrial;Nest;Insects nest	North America	59.3066	2.77773e-06	24.4
IMGVR_UViG_3300048936_000096	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045183_000076	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045184_000087	vOTU_00660329	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045185_000110	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045090_000063	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045186_000059	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300048932_000054	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045216_000079	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045217_000094	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300049633_000085	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045218_000077	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045219_000055	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300044913_000087	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300044914_000066	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300046130_000075	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300044923_000072	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300044915_000065	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300044992_000098	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045098_000067	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045100_000078	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045101_000083	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045099_000068	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045102_000069	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045103_000063	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045280_000080	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045248_000060	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045249_000070	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045281_000038	vOTU_00660329	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045250_000090	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045694_000065	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045695_000057	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045808_000071	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045815_000059	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045809_000051	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045822_000038	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045179_000055	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045180_000053	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045181_000080	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300048937_000079	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045190_000073	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045207_000090	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045208_000062	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045209_000087	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045210_000073	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045211_000045	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045212_000050	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045234_000049	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045235_000089	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045236_000054	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045237_000097	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045238_000057	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045239_000083	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300044931_000092	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300044935_000088	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300044936_000070	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300044937_000081	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300044938_000108	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045093_000047	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045168_000078	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045169_000095	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045170_000103	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045193_000130	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045189_000111	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045171_000080	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300047500_000089	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045148_000051	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045191_000056	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045192_000059	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045149_000056	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045252_000090	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300046019_000073	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045254_000086	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045519_000084	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045520_000097	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300047620_000055	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045810_000067	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300046029_000075	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045816_000076	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045817_000055	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045818_000101	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045811_000084	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045182_000073	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300047503_000097	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045194_000078	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045196_000073	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300048933_000080	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300048935_000076	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045213_000104	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045214_000112	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300048934_000081	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300049808_000085	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045215_000111	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045298_000094	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
IMGVR_UViG_3300045259_000104	vOTU_00658819	misL	Environmental;Terrestrial;Nest;Insects nest	North America	106.301	1.40321e-19	25.29691211
